steam_appid,name,metacritic,steam_achievements,steam_trading_cards,workshop_support,genres,achievements_total,release_date,supported_platforms
1021880,StarWheels,,False,False,False,"Casual, Indie, Massively Multiplayer, Racing",,"Jun 19, 2019",['windows']
1021100,Aircraft Carrier Survival,,True,True,False,"Action, Indie, Strategy",18.0,"Apr 20, 2022",['windows']
1020590,Space Pilgrim Academy: Reunion,,True,False,False,"Adventure, Indie",12.0,"Mar 29, 2019",['windows']
1020640,R.I.C.A,,True,False,False,"Adventure, Free To Play, Indie, RPG",6.0,"Feb 15, 2019",['windows']
1020830,Something is wrong/有毛病,,True,False,False,"Casual, Indie, RPG, Simulation, Strategy, Early Access",22.0,"Feb 14, 2019",['windows']
1020080,Alicia Quatermain 4: Da Vinci and the Time Machine,,True,False,False,"Adventure, Strategy",33.0,"Oct 31, 2019","['windows', 'mac']"
1020310,Gravity Heroes,,True,False,False,"Action, Indie",52.0,"Feb 19, 2021",['windows']
1019550,Thief Simulator VR,,True,False,False,"Action, Indie, Simulation",22.0,"Nov 5, 2020",['windows']
1019030,Project Centauri,,False,False,False,,,"Mar 20, 2019",['windows']
1019080,The Toymaker's Apprentice,,False,False,False,"Action, Adventure, Strategy, Early Access",,"May 24, 2019",['windows']
1018960,Thugs Law,,True,False,False,"Action, Adventure, Casual, Indie, Strategy",3.0,"May 18, 2021",['windows']
1018240,Hooklings,,True,False,False,"Action, Indie",9.0,"Sep 25, 2019",['windows']
1017660,Don't Go into the Woods,,False,False,False,"Adventure, Indie",,"Jun 30, 2019",['windows']
1017370,Dangerous Orbit,,False,False,False,"Action, Casual, Indie",,"Feb 12, 2019",['windows']
1017410,Tetra Project - 原石计划,,False,False,False,"Indie, Strategy, Early Access",,"Sep 23, 2019",['windows']
1017520,Who wants to strip this babe? (Hentai Teacher),,False,False,False,"Casual, Indie",6.0,"Mar 19, 2019",['windows']
1016700,BOY BEATS WORLD,,False,False,False,"Action, Adventure, Indie",,"May 28, 2021","['windows', 'mac', 'linux']"
1016820,Miles of Cubes,,False,False,False,"Action, Adventure, Racing",,"Jun 8, 2023",['windows']
1016960,Super Neptunia RPG,,True,True,False,"Action, Adventure, RPG",36.0,"Jun 20, 2019",['windows']
1016360,PERISH,62.0,True,False,False,"Action, Indie",67.0,"Feb 2, 2023",['windows']
1016420,Tenebrous Dungeon,,True,False,False,"Action, Indie, RPG",20.0,"Feb 27, 2019",['windows']
1015730,Apostle,,False,False,False,"Indie, RPG",,"Nov 7, 2019",['windows']
1015750,Escape from Fortress Lugohm,,False,False,False,"Indie, RPG",,"Aug 15, 2019",['windows']
1015930,Blood Rage: Digital Edition,,False,False,False,Strategy,,"May 27, 2020","['windows', 'mac']"
1015530,Bonds of the Skies,,False,False,False,RPG,,"Feb 22, 2019",['windows']
1014660,Baby Bee,,True,False,False,"Adventure, Casual, Indie, Strategy",19.0,"Feb 1, 2019","['windows', 'mac']"
1013940,Bob and Kuura: Lost in Snowglobe,,True,False,False,"Adventure, Indie",6.0,"Feb 6, 2019",['windows']
1014050,Hockey Manager 20|20,,True,True,True,"Indie, Simulation, Sports, Strategy",42.0,"Jan 31, 2020",['windows']
1014100,Shivering Sky,,False,False,False,"Action, Simulation, Early Access",,"Feb 4, 2019",['windows']
1013630,Frigus İnferos,,False,False,False,"Adventure, Indie, RPG",,"Mar 14, 2019",['windows']
1013220,River City Saga: Three Kingdoms,,True,False,False,Action,35.0,"Jul 20, 2022",['windows']
1012430,Furs of Fury,,False,False,False,"Action, Adventure, Indie, RPG, Strategy",,"Jul 17, 2021","['windows', 'mac']"
1012530,Soccering,,True,False,False,"Casual, Indie, Sports",16.0,"Aug 6, 2020","['windows', 'linux']"
1012570,Knuckle Sandwich,70.0,True,False,False,"Adventure, Indie, RPG",32.0,"Nov 22, 2023",['windows']
1012630,Epido,,True,True,False,"Action, Casual, Indie",24.0,"May 6, 2019","['windows', 'mac']"
1010930,Aztec Tower,,False,False,False,"Action, Indie",,"Jan 22, 2019",['windows']
1011200,Yametei,,False,False,False,"Action, Casual, Indie, Simulation",,"Feb 14, 2019",['windows']
1010480,TRE HUN: Unity-Chan x Action,,False,False,False,"Action, Indie",,"Feb 22, 2019",['windows']
1010070,Heroes Of Maidan 2,,True,False,False,"Action, Indie, Strategy",16.0,"Jan 22, 2019",['windows']
1009560,The Tenants,,True,True,True,"Casual, Indie, Simulation",86.0,"Oct 20, 2022",['windows']
1007730,Greed 2: Forbidden Experiments,,False,False,False,"Adventure, Casual, Indie, Simulation, Strategy",,"Jan 21, 2019",['windows']
1007890,VR Paper Star,,False,False,False,"Action, Indie",,"Jan 21, 2019",['windows']
1007560,Fun VR Farm,,False,False,False,"Adventure, Indie, Simulation",,"Jan 23, 2019",['windows']
1007050,Dark Hill Museum of Death,,True,False,False,"Adventure, Casual, Indie",15.0,"Jan 21, 2019","['windows', 'linux']"
1007070,BorderStrain,,False,False,False,"Action, Indie, RPG",0.0,"Mar 12, 2020",['windows']
1007200,Mutagen Extinction,,False,False,False,"Action, Adventure, Indie, RPG",,"Feb 21, 2019",['windows']
1005780,Card Adventures,,True,False,False,"Adventure, Casual, Indie, RPG, Strategy, Early Access",43.0,"Jan 31, 2019",['windows']
1005870,HYPERFIGHT,,False,False,False,"Action, Casual, Indie, Free To Play",,"Mar 7, 2019","['windows', 'mac', 'linux']"
1005890,KALEIDO STELLA,,False,False,False,"Adventure, Indie",,"Jun 20, 2019",['windows']
1005940,Thalu: Dreamtime is Now,,False,False,False,Casual,,"Mar 16, 2019",['windows']
1005120,Touhou Genso Wanderer -Lotus Labyrinth R-,,True,False,False,"Adventure, Indie, RPG",24.0,"May 25, 2021",['windows']
1005520,Harem Girl: Alicia,,True,False,False,"Adventure, Casual, Indie, Simulation",12.0,"Mar 20, 2020",['windows']
1003860,Gravity Ace,,False,False,False,"Action, Indie",,"May 26, 2022","['windows', 'linux']"
1003960,De Profundis,,False,False,False,"Adventure, Indie",,"Jan 25, 2019","['windows', 'mac', 'linux']"
1004030,Rhythm Overdrive,,True,False,False,"Action, Indie",29.0,"Feb 25, 2019",['windows']
1004210,Pandamonia 潘德莫尼亚,,True,False,False,"Action, Casual, Indie, RPG, Sports",6.0,"Apr 29, 2019",['windows']
1003490,cat notebook,,False,False,False,Adventure,,"Feb 1, 2019","['windows', 'mac', 'linux']"
1001910,Fused,,False,False,False,"Casual, Indie",,"Mar 8, 2019",['windows']
1002000,SPITLINGS,73.0,True,False,False,"Action, Indie",28.0,"Aug 4, 2020",['windows']
1001870,RoboVirus,,False,False,False,"Action, Casual, Indie",,"Aug 30, 2019",['windows']
1000750,Rotund Rebound,,True,False,False,"Action, Adventure, Indie",50.0,"Apr 1, 2022","['windows', 'mac', 'linux']"
1000790,Flex Apocalypse Racing,,True,False,False,"Indie, Racing, Simulation, Sports",1.0,"Jan 1, 2019",['windows']
1000860,Allspace,,False,False,False,"Action, Massively Multiplayer, Simulation",,"Oct 18, 2019","['windows', 'mac', 'linux']"
1000280,Tower of Origin2-Worm's Nest,,False,False,False,"Indie, RPG",19.0,"Sep 9, 2021",['windows']
1000310,人气动漫大乱斗,,False,False,False,"Action, RPG, Strategy",,"Dec 17, 2019",['windows']
1000550,Love Hentai: Endgame,,True,False,False,"Casual, Indie",32.0,"Feb 20, 2019",['windows']
999290,Nine Hentai Babes,,True,False,False,"Adventure, Casual, Indie, RPG, Simulation, Strategy",15.0,"Jan 14, 2019",['windows']
999480,Hentai - Color by Number,,False,False,False,"Adventure, Casual, Indie, Simulation, Sports, Strategy",,"Dec 27, 2018",['windows']
998740,Ring of Pain,,True,True,False,"Indie, Strategy",138.0,"Oct 15, 2020","['windows', 'mac']"
997240,Siluman Fantasy - First Half -,,True,False,False,"Adventure, Indie, RPG",10.0,"Apr 19, 2019",['windows']
996860,Planet Nine,,True,False,False,"Action, Indie, RPG",17.0,"Feb 18, 2019",['windows']
997170,Zombie Scrapper,,True,False,False,"Action, Adventure, Indie",14.0,"Apr 4, 2019","['windows', 'mac', 'linux']"
996430,Pilot Sports,,True,False,False,"Casual, Indie, Racing, Simulation, Sports",14.0,"Jul 31, 2019",['windows']
995990,Death Leak,,True,False,False,"Action, Adventure, Indie",13.0,"Jul 16, 2022",['windows']
995210,Tale of Fortune,,False,False,False,"Action, Adventure, Casual, Indie, RPG, Simulation, Sports",,"May 18, 2019",['windows']
995060,Fant Kids Animated Puzzle,,False,False,False,Casual,,"Apr 3, 2019",['windows']
995160,Impulsow,,True,False,False,"Action, Indie",16.0,"Dec 22, 2018",['windows']
994280,Gujian3(古剑奇谭三),,True,False,False,RPG,105.0,"Dec 14, 2018",['windows']
994360,CoderBear,,False,False,False,"Adventure, Casual, Indie",,"Jun 9, 2019",['windows']
3183980,A Night With: Emily,,False,False,False,"Casual, RPG, Simulation",,"Sep 23, 2024","['windows', 'mac', 'linux']"
3183800,Math in Space,,False,False,False,"Adventure, Casual, Indie, Sports",,"Sep 10, 2024",['windows']
3182910,TRUMP BREAKOUT,,False,False,False,"Action, Indie",,"Oct 29, 2024",['windows']
3183320,Maze of Realities: Synergy of Worlds Collector's Edition,,False,False,False,"Adventure, Casual",39.0,"Oct 1, 2024",['windows']
3182280,Fault 24,,False,False,False,"Adventure, Casual, Indie, Strategy, Free To Play",8.0,"Sep 27, 2024",['windows']
3181670,Periodicity - Hats and scars,,True,False,False,"Action, Indie",15.0,"Dec 27, 2024",['windows']
3180960,Surreal Farm,,True,False,False,"Action, Casual, Simulation, Strategy",3.0,"Sep 13, 2024",['windows']
3181300,Scream,,True,False,False,Adventure,27.0,"Nov 28, 2024",['windows']
3181350,The Great Tree,,True,False,False,"Casual, Indie, Simulation",12.0,"Sep 25, 2024","['windows', 'linux']"
3180450,Battle Squares,,False,False,False,"Action, Casual, Indie, Free To Play",0.0,"Nov 13, 2024",['windows']
3180640,太饿了 So Hungry,,False,False,False,"Casual, Indie",,"Sep 27, 2024",['windows']
3180750,Journey of Seasons: Heroes,,False,False,False,"Action, Adventure, Early Access",,"Sep 25, 2024",['windows']
3179260,Kingdoms: Merge & Build,,False,False,False,Casual,,"Oct 30, 2024",['windows']
3177550,Black Light Kills,,False,False,False,"Action, Adventure, Indie",,"Mar 13, 2025",['windows']
3177690,Signals To EV,,True,False,False,"Adventure, Casual, Indie, RPG",10.0,"Sep 17, 2024",['windows']
3176810,死掉的女儿（The Dead Daughter）,,False,False,False,Indie,,"Sep 11, 2024",['windows']
3176080,Aisera's Ladder,,False,False,False,"Action, Adventure, Casual, Indie, RPG, Simulation, Strategy",,"Jan 14, 2025",['windows']
3176280,Elemental Ballistic,,False,False,False,"Action, Casual, Indie",38.0,"Sep 12, 2024",['windows']
3176300,Newlywed female teacher Miri,,False,False,False,RPG,,"Oct 10, 2024",['windows']
3175450,NOWV,,False,False,False,"Casual, Indie, Free To Play",,"Oct 22, 2024",['windows']
3175530,Kokoro Clover SUN - Prehistoric Invaders!,,False,False,False,"Action, Adventure, Casual, Indie",,Mar-25,['windows']
3174540,Night Hacking,,False,False,False,"Adventure, Casual, Indie",,"Sep 19, 2024",['windows']
3172200,Lust lady friends,,True,False,False,"Casual, Indie, RPG, Simulation",16.0,"Nov 8, 2024",['windows']
3171160,Asistle,,False,False,False,"Action, Adventure, Indie, RPG, Strategy",,"Sep 23, 2024",['windows']
3170830,Hidden Cats - Zoo,,True,False,False,"Adventure, Casual",100.0,"Sep 12, 2024",['windows']
3169390,Multiplayer Pirates,,False,False,False,"Casual, Indie",,"Aug 31, 2024",['windows']
3168890,Three Kingdoms 2025 阿达三国志2025（战棋·回合）,,False,False,False,"Indie, RPG, Strategy, Free To Play",,"Sep 30, 2024",['windows']
3168350,Holiday Island,,False,False,False,"Casual, Indie, Simulation",,"Dec 13, 2024",['windows']
3166200,Across the Abyss: Voidborn,,True,False,False,"Action, Indie, RPG",10.0,"Oct 28, 2024",['windows']
3163610,The Dangerous Back-to-School Season,,False,False,False,"Casual, RPG, Free To Play",,"Sep 29, 2024",['windows']
3163170,A Few Nights With : Francesca,,True,False,False,"Casual, Indie",7.0,"Oct 25, 2024",['windows']
3163210,Tower Collapse,,False,False,False,"Casual, Indie, Strategy",,"Aug 29, 2024",['windows']
3162550,Kudamono Drop,,True,False,False,"Action, Casual, Indie",17.0,"Sep 10, 2024",['windows']
3160840,Edd Skeleton Game,,True,False,False,"Action, Adventure, Indie",,Coming soon,['windows']
3159960,The Soldier and the Golden Princess,,False,False,False,RPG,,"Nov 22, 2024",['windows']
3159380,Mount And Sword,,True,False,False,"Action, Adventure, Casual, Indie",1.0,"Sep 4, 2024",['windows']
3158460,GalleryL,,False,False,False,"Casual, Indie, Simulation, Design & Illustration",,"Sep 2, 2024",['windows']
3158080,Canyon Arena,,True,False,False,"Action, Indie, Strategy",10.0,"Sep 29, 2024",['windows']
3157700,Terror On The Bayou,,False,False,False,"Action, Adventure, Indie, Free To Play",,"Dec 11, 2024",['windows']
3155320,Game Over Please,,True,False,False,"Casual, Indie",35.0,"Oct 17, 2024",['windows']
3155800,Shadow Bounded,,False,False,False,"Adventure, Indie",,"Sep 9, 2024",['windows']
3154630,Rodent Mafia,,False,False,False,"Action, Free To Play",,"Aug 31, 2024",['windows']
3154670,Haunted Hearts Hotel,,True,False,False,"Indie, RPG",23.0,"Nov 21, 2024","['windows', 'mac', 'linux']"
3151830,Yugo: the non-game,,False,False,False,"Casual, Indie, Simulation",,"Oct 15, 2024","['windows', 'mac', 'linux']"
3151860,Marquito's Arcade - Play while Learning,,False,False,False,"Adventure, Casual, Indie",,"Oct 30, 2024",['windows']
3152280,末世部落,,False,False,False,"Casual, Free To Play",,"Oct 9, 2024",['windows']
3151030,Croswa,,True,False,False,"Indie, Simulation, Strategy, Early Access",1.0,"Oct 11, 2024","['windows', 'linux']"
3149460,Endlessly side-scrolling Balloon Simulator 2024,,False,False,False,"Casual, Indie, Simulation",,"Sep 13, 2024",['windows']
3149600,Forest Friends Match,,False,False,False,"Casual, Indie, Strategy",,"Aug 25, 2024",['windows']
3149250,Chicken Defense War - Tower Defense,,True,False,False,"Adventure, Casual, Indie, Strategy, Early Access",91.0,"Jan 21, 2025","['windows', 'mac']"
3148470,ReTrime,,True,False,False,"Action, Indie",31.0,"Dec 10, 2024",['windows']
3148670,Coming From Above!,,True,False,False,"Action, Indie, Free To Play",9.0,"Sep 6, 2024",['windows']
3147300,Entwined Time,,True,False,False,"Casual, Free To Play",50.0,"Oct 22, 2024","['windows', 'mac', 'linux']"
3146680,Delivery Point Simulator,,True,False,False,"Indie, RPG, Simulation",9.0,"Sep 29, 2024",['windows']
3146730,Wizard Survivors,,True,False,False,"Action, Casual, Indie",21.0,"Sep 5, 2024",['windows']
3144500,Princess Trouble,,False,False,False,"Casual, Indie",,"Aug 19, 2024",['windows']
3143990,Restless Grounds,,True,False,False,"Indie, Free To Play",4.0,"Dec 12, 2024",['windows']
3141910,Out of Your Mind,,True,False,False,"Casual, Indie",18.0,"Nov 12, 2024",['windows']
3141170,Microbial Sector,,True,False,False,"Adventure, Casual, Indie, Simulation, Strategy, Free To Play",7.0,"Oct 9, 2024",['windows']
3140250,ViCrew,,False,False,False,"Adventure, Indie, RPG, Strategy",,"Feb 27, 2025",['windows']
3139370,Chuzzo,,True,False,False,Indie,19.0,"Sep 6, 2024",['windows']
3139530,中年失业模拟器2-When a man lose his job 2,,False,False,False,"Indie, RPG, Simulation",,"Dec 5, 2024",['windows']
3139540,Countin' Stars,,True,False,False,Casual,4.0,"Sep 20, 2024",['windows']
3139690,Mage's Legacy,,False,False,False,"Action, Adventure, RPG",,"Aug 7, 2024",['windows']
3139720,Cast Iron Flowers,,False,False,False,"Simulation, Free To Play",,"Aug 19, 2024",['windows']
3138800,Twizzle Puzzle: Dragons,,True,False,False,"Casual, Indie",100.0,"Aug 21, 2024",['windows']
3139190,Forest Dump: Prologue,,False,False,False,"Adventure, Indie, Strategy, Free To Play",,"Sep 26, 2024",['windows']
3139250,Time of War - Airstrike,,False,False,False,"Action, Indie, Strategy, Early Access",,"Dec 16, 2024","['windows', 'linux']"
3138430,A Place Far Away,,False,False,False,"Indie, RPG",,"Jan 16, 2025",['windows']
3138440,Bàito,,False,False,False,Indie,,"Jan 5, 2025",['windows']
3138690,Billy Blade: Temple of Time,,False,False,False,"Action, Adventure",,"Aug 26, 2024",['windows']
3137130,My Dictator Stalin Can't Be This Cute ?!,,True,False,False,"Adventure, Casual, Indie, Strategy",11.0,"Aug 30, 2024","['windows', 'linux']"
3135640,泉水镇·居民的反击💩,,True,False,False,"Adventure, Casual, Indie, Strategy",44.0,"Aug 15, 2024",['windows']
3134920,THEMIS,,True,False,False,"Adventure, Indie",,Coming soon,['windows']
3134600,Family Secrets: Mommy,,False,False,False,Casual,,"Oct 3, 2024",['windows']
3134670,Border Patrol,,False,False,False,"Adventure, Casual, Indie, RPG, Simulation, Strategy",,"Aug 16, 2024","['windows', 'mac', 'linux']"
3133340,Velvet 89,,True,False,False,"Casual, Indie, Free To Play",5.0,"Oct 17, 2024",['windows']
3133180,Island Clicker,,True,False,False,"Casual, Indie, Free To Play",56.0,"Dec 9, 2024",['windows']
3132630,Play Chess with Lady Bongcloud,,False,False,False,"Casual, Strategy",,"Aug 15, 2024",['windows']
3132110,Kitchen Trials: Rush,,True,False,False,"Action, Indie, Free To Play",19.0,"Aug 15, 2024",['windows']
3132170,PORN VIDEO  SHOOTING SIMULATOR,,False,False,False,Simulation,,"Oct 31, 2024",['windows']
3127270,101 Cats Hidden in India,,True,False,False,"Casual, Indie",100.0,"Aug 13, 2024",['windows']
3126160,Nazar,,True,False,False,"Action, Adventure",27.0,"Nov 4, 2024",['windows']
3125260,Space Valkyries,,True,False,False,"Casual, Indie, Free To Play",17.0,"Aug 6, 2024",['windows']
3125650,Rolling Football Player,,True,False,False,"Action, Casual, Indie, Simulation, Sports",20.0,"Oct 2, 2024",['windows']
3125710,Fake Ducks: Spooky Chronicles,,True,False,False,"Adventure, Indie, RPG",30.0,"Sep 27, 2024",['windows']
3124380,GUNPYRE,,True,False,False,"Action, Adventure, Indie, Free To Play",20.0,"Jan 9, 2025",['windows']
3124670,Escape The Garage,,True,False,False,"Adventure, Casual, Indie",24.0,"Aug 29, 2024",['windows']
3123250,Nightwatch: Closer,,True,False,False,"Adventure, Indie",16.0,"Sep 10, 2024",['windows']
3123480,Tetris Crush,,False,False,False,"Action, Casual",,"Aug 14, 2024",['windows']
3123580,Madness Arena,,False,False,False,"Action, Indie, Free To Play",,"Nov 2, 2024",['windows']
3122990,Elder Legacy: Survival,,False,False,False,"Action, Adventure, Indie, Massively Multiplayer, RPG, Simulation, Early Access",,"Oct 25, 2024",['windows']
3122240,KillerNight,,False,False,False,"Adventure, Indie",13.0,"Aug 9, 2024","['windows', 'mac']"
3122370,PirateWar,,True,False,False,"Action, Indie, Massively Multiplayer",1.0,"Sep 8, 2024",['windows']
3121800,Hi! These Are Your Eyeballs,,True,False,False,"Adventure, Indie, Simulation",10.0,"Oct 31, 2024",['windows']
3121610,NTR Loop,,False,False,False,Adventure,,"Aug 9, 2024","['windows', 'mac', 'linux']"
3120380,Click on cups together,,True,False,False,"Casual, Indie",5.0,"Aug 9, 2024",['windows']
3120560,I Hate Balloons VR,,False,False,False,"Casual, Indie, Sports",,"Aug 27, 2024",['windows']
3119930,Basketball Legacy Manager 25,,False,False,False,"Simulation, Sports",,"Sep 13, 2024",['windows']
3120210,Man Made,,False,False,False,"Indie, Simulation, Early Access",,"Nov 6, 2024",['windows']
